|6.6.6
antigorite_1.tab                                                                                    
           1
T(K)    
   0.0000000000000000     
   0.0000000000000000     
          16
           7
T(K)           P(bar)         rho,kg/m3      rho,kg/m3      SIO2,wt%       MGO,wt%        fo,vo%        
  923.150        25377.7        2667.43                 NaN   45.0374        42.6506                 NaN
  923.150        25387.7        2667.48                 NaN   45.0374        42.6506                 NaN
  923.150        25397.7        2667.53                 NaN   45.0374        42.6506                 NaN
  923.150        25407.7        2667.57                 NaN   45.0374        42.6506                 NaN
  923.150        25417.7        2667.62                 NaN   45.0374        42.6506                 NaN
  923.150        25427.7        2667.67                 NaN   45.0374        42.6506                 NaN
  923.150        25437.7        2667.71                 NaN   45.0374        42.6506                 NaN
  923.150        25447.7        2667.76                 NaN   45.0374        42.6506                 NaN
  923.150        25457.7        2667.80                 NaN   45.0374        42.6506                 NaN
  923.150        25467.7        2667.85                 NaN   45.0374        42.6506                 NaN
  923.150        25477.7        2667.90                 NaN   45.0374        42.6506                 NaN
  923.150        25487.7        2667.94                 NaN   45.0374        42.6506                 NaN
  923.150        25497.7        2667.99                 NaN   45.0374        42.6506                 NaN
  923.150        25507.8        2668.03                 NaN   45.0374        42.6506                 NaN
  923.150        25517.8        2668.08                 NaN   45.0374        42.6506                 NaN
  923.150        25527.8        2668.13                 NaN   45.0374        42.6506                 NaN
  923.150        25537.8        2668.17                 NaN   45.0374        42.6506                 NaN
  923.150        25547.8        2668.22                 NaN   45.0374        42.6506                 NaN
  923.150        25557.8        2668.27                 NaN   45.0374        42.6506                 NaN
  923.150        25567.8        2668.31                 NaN   45.0374        42.6506                 NaN
  923.150        25577.8        2668.36                 NaN   45.0374        42.6506                 NaN
  923.150        25587.8        2668.40                 NaN   45.0374        42.6506                 NaN
  923.150        25597.8        2668.45                 NaN   45.0374        42.6506                 NaN
  923.150        25607.8        2668.50                 NaN   45.0374        42.6506                 NaN
  923.150        25617.8        2668.54                 NaN   45.0374        42.6506                 NaN
  923.150        25627.8        2668.59                 NaN   45.0374        42.6506                 NaN
  923.150        25637.8        2668.64                 NaN   45.0374        42.6506                 NaN
  923.150        25647.8        2668.68                 NaN   45.0374        42.6506                 NaN
  923.150        25657.8        2668.73                 NaN   45.0374        42.6506                 NaN
  923.150        25667.8        2668.77                 NaN   45.0374        42.6506                 NaN
  923.150        25677.8        2668.82                 NaN   45.0374        42.6506                 NaN
  923.150        25687.8        2668.87                 NaN   45.0374        42.6506                 NaN
  923.150        25697.8        2668.91                 NaN   45.0374        42.6506                 NaN
  923.150        25707.9        2668.96                 NaN   45.0374        42.6506                 NaN
  923.150        25717.9        2669.00                 NaN   45.0374        42.6506                 NaN
  923.150        25727.9        2669.05                 NaN   45.0374        42.6506                 NaN
  923.150        25737.9        2669.10                 NaN   45.0374        42.6506                 NaN
  923.150        25747.9        2669.14                 NaN   45.0374        42.6506                 NaN
  923.150        25757.9        2669.19                 NaN   45.0374        42.6506                 NaN
  923.150        25767.9        2669.24                 NaN   45.0374        42.6506                 NaN
  923.150        25777.9        2669.28                 NaN   45.0374        42.6506                 NaN
  923.150        25787.9        2669.33                 NaN   45.0374        42.6506                 NaN
  923.150        25797.9        2669.37                 NaN   45.0374        42.6506                 NaN
  923.150        25807.9        2669.42                 NaN   45.0374        42.6506                 NaN
  923.150        25817.9        2669.47                 NaN   45.0374        42.6506                 NaN
  923.150        25827.9        2669.51                 NaN   45.0374        42.6506                 NaN
  923.150        25837.9        2669.56                 NaN   45.0374        42.6506                 NaN
  923.150        25847.9        2669.60                 NaN   45.0374        42.6506                 NaN
  923.150        25857.9        2669.65                 NaN   45.0374        42.6506                 NaN
  923.150        25867.9        2669.70                 NaN   45.0374        42.6506                 NaN
  923.150        25877.9        2669.74                 NaN   45.0374        42.6506                 NaN
  923.150        25887.9        2669.79                 NaN   45.0374        42.6506                 NaN
  923.150        25897.9        2669.83                 NaN   45.0374        42.6506                 NaN
  923.150        25908.0        2669.88                 NaN   45.0374        42.6506                 NaN
  923.150        25918.0        2669.93                 NaN   45.0374        42.6506                 NaN
  923.150        25928.0        2669.97                 NaN   45.0374        42.6506                 NaN
  923.150        25938.0        2670.02                 NaN   45.0374        42.6506                 NaN
  923.150        25948.0        2670.07                 NaN   45.0374        42.6506                 NaN
  923.150        25958.0        2670.11                 NaN   45.0374        42.6506                 NaN
  923.150        25968.0        2670.16                 NaN   45.0374        42.6506                 NaN
  923.150        25978.0        2670.20                 NaN   45.0374        42.6506                 NaN
  923.150        25988.0        2670.25                 NaN   45.0374        42.6506                 NaN
  923.150        25998.0        2670.30                 NaN   45.0374        42.6506                 NaN
  923.150        26008.0        2670.34                 NaN   45.0374        42.6506                 NaN
  923.150        26018.0        2670.39                 NaN   45.0374        42.6506                 NaN
  923.150        26028.0        2670.43                 NaN   45.0374        42.6506                 NaN
  923.150        26038.0        2670.48                 NaN   45.0374        42.6506                 NaN
  923.150        26048.0        2670.53                 NaN   45.0374        42.6506                 NaN
  923.150        26058.0        2670.57                 NaN   45.0374        42.6506                 NaN
  923.150        26068.0        2670.62                 NaN   45.0374        42.6506                 NaN
  923.150        26078.0        2670.66                 NaN   45.0374        42.6506                 NaN
  923.150        26088.0        2670.71                 NaN   45.0374        42.6506                 NaN
  923.150        26098.0        2670.76                 NaN   45.0374        42.6506                 NaN
  923.150        26108.1        2670.80                 NaN   45.0374        42.6506                 NaN
  923.150        26118.1        2670.85                 NaN   45.0374        42.6506                 NaN
  923.150        26128.1        2670.89                 NaN   45.0374        42.6506                 NaN
  923.150        26138.1        2670.94                 NaN   45.0374        42.6506                 NaN
  923.150        26148.1        2670.99                 NaN   45.0374        42.6506                 NaN
  923.150        26158.1        2671.03                 NaN   45.0374        42.6506                 NaN
  923.150        26168.1        2671.08                 NaN   45.0374        42.6506                 NaN
  923.150        26178.1        2671.12                 NaN   45.0374        42.6506                 NaN
  923.150        26188.1        2671.17                 NaN   45.0374        42.6506                 NaN
  923.150        26198.1        2671.22                 NaN   45.0374        42.6506                 NaN
  923.150        26208.1        2671.26                 NaN   45.0374        42.6506                 NaN
  923.150        26218.1        2671.31                 NaN   45.0374        42.6506                 NaN
  923.150        26228.1        2671.35                 NaN   45.0374        42.6506                 NaN
  923.150        26238.1        2671.40                 NaN   45.0374        42.6506                 NaN
  923.150        26248.1        2671.45                 NaN   45.0374        42.6506                 NaN
  923.150        26258.1        2671.49                 NaN   45.0374        42.6506                 NaN
  923.150        26268.1        2671.54                 NaN   45.0374        42.6506                 NaN
  923.150        26278.1        2671.59                 NaN   45.0374        42.6506                 NaN
  923.150        26288.1        2671.63                 NaN   45.0374        42.6506                 NaN
  923.150        26298.1        2671.68                 NaN   45.0374        42.6506                 NaN
  923.150        26308.2        2671.72                 NaN   45.0374        42.6506                 NaN
  923.150        26318.2        2671.77                 NaN   45.0374        42.6506                 NaN
  923.150        26328.2        2671.82                 NaN   45.0374        42.6506                 NaN
  923.150        26338.2        2671.86                 NaN   45.0374        42.6506                 NaN
  923.150        26348.2        2671.91                 NaN   45.0374        42.6506                 NaN
  923.150        26358.2        2671.95                 NaN   45.0374        42.6506                 NaN
  923.150        26368.2        2672.00                 NaN   45.0374        42.6506                 NaN
  923.150        26378.2        2672.05                 NaN   45.0374        42.6506                 NaN
  923.150        26388.2        2672.09                 NaN   45.0374        42.6506                 NaN
  923.150        26398.2        2672.14                 NaN   45.0374        42.6506                 NaN
  923.150        26408.2        2672.18                 NaN   45.0374        42.6506                 NaN
  923.150        26418.2        2672.23                 NaN   45.0374        42.6506                 NaN
  923.150        26428.2        2672.28                 NaN   45.0374        42.6506                 NaN
  923.150        26438.2        2672.32                 NaN   45.0374        42.6506                 NaN
  923.150        26448.2        2672.37                 NaN   45.0374        42.6506                 NaN
  923.150        26458.2        2672.41                 NaN   45.0374        42.6506                 NaN
  923.150        26468.2        2672.46                 NaN   45.0374        42.6506                 NaN
  923.150        26478.2        2672.50                 NaN   45.0374        42.6506                 NaN
  923.150        26488.2        2672.55                 NaN   45.0374        42.6506                 NaN
  923.150        26498.2        2672.60                 NaN   45.0374        42.6506                 NaN
  923.150        26508.3        2672.64                 NaN   45.0374        42.6506                 NaN
  923.150        26518.3        2672.69                 NaN   45.0374        42.6506                 NaN
  923.150        26528.3        2672.73                 NaN   45.0374        42.6506                 NaN
  923.150        26538.3        2672.78                 NaN   45.0374        42.6506                 NaN
  923.150        26548.3        2672.83                 NaN   45.0374        42.6506                 NaN
  923.150        26558.3        2672.87                 NaN   45.0374        42.6506                 NaN
  923.150        26568.3        2672.92                 NaN   45.0374        42.6506                 NaN
  923.150        26578.3        2672.96                 NaN   45.0374        42.6506                 NaN
  923.150        26588.3        2673.01                 NaN   45.0374        42.6506                 NaN
  923.150        26598.3        2673.06                 NaN   45.0374        42.6506                 NaN
  923.150        26608.3        2673.10                 NaN   45.0374        42.6506                 NaN
  923.150        26618.3        2673.15                 NaN   45.0374        42.6506                 NaN
  923.150        26628.3        2673.19                 NaN   45.0374        42.6506                 NaN
  923.150        26638.3        2673.24                 NaN   45.0374        42.6506                 NaN
  923.150        26648.3        2673.29                 NaN   45.0374        42.6506                 NaN
  923.150        26658.3        2673.33                 NaN   45.0374        42.6506                 NaN
  923.150        26668.3        2673.38                 NaN   45.0374        42.6506                 NaN
  923.150        26678.3        2673.42                 NaN   45.0374        42.6506                 NaN
  923.150        26688.3        2673.47                 NaN   45.0374        42.6506                 NaN
  923.150        26698.3        2673.52                 NaN   45.0374        42.6506                 NaN
  923.150        26708.4        2673.56                 NaN   45.0374        42.6506                 NaN
  923.150        26718.4        2673.61                 NaN   45.0374        42.6506                 NaN
  923.150        26728.4        2673.65                 NaN   45.0374        42.6506                 NaN
  923.150        26738.4        2673.70                 NaN   45.0374        42.6506                 NaN
  923.150        26748.4        2673.75                 NaN   45.0374        42.6506                 NaN
  923.150        26758.4        2673.79                 NaN   45.0374        42.6506                 NaN
  923.150        26768.4        2673.84                 NaN   45.0374        42.6506                 NaN
  923.150        26778.4        2673.88                 NaN   45.0374        42.6506                 NaN
  923.150        26788.4        2673.93                 NaN   45.0374        42.6506                 NaN
  923.150        26798.4        2673.97                 NaN   45.0374        42.6506                 NaN
  923.150        26808.4        2674.02                 NaN   45.0374        42.6506                 NaN
  923.150        26818.4        2674.07                 NaN   45.0374        42.6506                 NaN
  923.150        26828.4        2674.11                 NaN   45.0374        42.6506                 NaN
  923.150        26838.4        2674.16                 NaN   45.0374        42.6506                 NaN
  923.150        26848.4        2674.20                 NaN   45.0374        42.6506                 NaN
  923.150        26858.4        2674.25                 NaN   45.0374        42.6506                 NaN
  923.150        26868.4        2674.30                 NaN   45.0374        42.6506                 NaN
  923.150        26878.4        2674.34                 NaN   45.0374        42.6506                 NaN
  923.150        26888.4        2674.39                 NaN   45.0374        42.6506                 NaN
  923.150        26898.4        2674.43                 NaN   45.0374        42.6506                 NaN
  923.150        26908.5        2674.48                 NaN   45.0374        42.6506                 NaN
  923.150        26918.5        2674.53                 NaN   45.0374        42.6506                 NaN
  923.150        26928.5        2674.57                 NaN   45.0374        42.6506                 NaN
  923.150        26938.5        2674.62                 NaN   45.0374        42.6506                 NaN
  923.150        26948.5        2674.66                 NaN   45.0374        42.6506                 NaN
  923.150        26958.5        2674.71                 NaN   45.0374        42.6506                 NaN
  923.150        26968.5        2674.75                 NaN   45.0374        42.6506                 NaN
  923.150        26978.5        2674.80                 NaN   45.0374        42.6506                 NaN
  923.150        26988.5        2674.85                 NaN   45.0374        42.6506                 NaN
  923.150        26998.5        2674.89                 NaN   45.0374        42.6506                 NaN
  923.150        27008.5        2674.94                 NaN   45.0374        42.6506                 NaN
  923.150        27018.5        2674.98                 NaN   45.0374        42.6506                 NaN
  923.150        27028.5        2675.03                 NaN   45.0374        42.6506                 NaN
  923.150        27038.5        2675.08                 NaN   45.0374        42.6506                 NaN
  923.150        27048.5        2675.12                 NaN   45.0374        42.6506                 NaN
  923.150        27058.5        2675.17                 NaN   45.0374        42.6506                 NaN
  923.150        27068.5        2675.21                 NaN   45.0374        42.6506                 NaN
  923.150        27078.5        2675.26                 NaN   45.0374        42.6506                 NaN
  923.150        27088.5        2675.30                 NaN   45.0374        42.6506                 NaN
  923.150        27098.5        2675.35                 NaN   45.0374        42.6506                 NaN
  923.150        27108.6        2675.40                 NaN   45.0374        42.6506                 NaN
  923.150        27118.6        2675.44                 NaN   45.0374        42.6506                 NaN
  923.150        27128.6        2675.49                 NaN   45.0374        42.6506                 NaN
  923.150        27138.6        2675.53                 NaN   45.0374        42.6506                 NaN
  923.150        27148.6        2675.58                 NaN   45.0374        42.6506                 NaN
  923.150        27158.6        2675.63                 NaN   45.0374        42.6506                 NaN
  923.150        27168.6        2675.67                 NaN   45.0374        42.6506                 NaN
  923.150        27178.6        2675.72                 NaN   45.0374        42.6506                 NaN
  923.150        27188.6        2675.76                 NaN   45.0374        42.6506                 NaN
  923.150        27198.6        2675.81                 NaN   45.0374        42.6506                 NaN
  923.150        27208.6        2675.85                 NaN   45.0374        42.6506                 NaN
  923.150        27218.6        2675.90                 NaN   45.0374        42.6506                 NaN
  923.150        27228.6        2675.95                 NaN   45.0374        42.6506                 NaN
  923.150        27238.6        2675.99                 NaN   45.0374        42.6506                 NaN
  923.150        27248.6        2676.04                 NaN   45.0374        42.6506                 NaN
  923.150        27258.6        2676.08                 NaN   45.0374        42.6506                 NaN
  923.150        27268.6        2676.13                 NaN   45.0374        42.6506                 NaN
  923.150        27278.6        2676.17                 NaN   45.0374        42.6506                 NaN
  923.150        27288.6        2676.22                 NaN   45.0374        42.6506                 NaN
  923.150        27298.6        2676.27                 NaN   45.0374        42.6506                 NaN
  923.150        27308.7        2676.31                 NaN   45.0374        42.6506                 NaN
  923.150        27318.7        2676.36                 NaN   45.0374        42.6506                 NaN
  923.150        27328.7        2676.40                 NaN   45.0374        42.6506                 NaN
  923.150        27338.7        2676.45                 NaN   45.0374        42.6506                 NaN
  923.150        27348.7        2676.50                 NaN   45.0374        42.6506                 NaN
  923.150        27358.7        2676.54                 NaN   45.0374        42.6506                 NaN
  923.150        27368.7        2676.59                 NaN   45.0374        42.6506                 NaN
  923.150        27378.7        2676.63                 NaN   45.0374        42.6506                 NaN
  923.150        27388.7        2676.68                 NaN   45.0374        42.6506                 NaN
  923.150        27398.7        2676.72                 NaN   45.0374        42.6506                 NaN
  923.150        27408.7        2676.77                 NaN   45.0374        42.6506                 NaN
  923.150        27418.7        2676.82                 NaN   45.0374        42.6506                 NaN
  923.150        27428.7        2676.86                 NaN   45.0374        42.6506                 NaN
  923.150        27438.7        2676.91                 NaN   45.0374        42.6506                 NaN
  923.150        27448.7        2676.95                 NaN   45.0374        42.6506                 NaN
  923.150        27458.7        2677.00                 NaN   45.0374        42.6506                 NaN
  923.150        27468.7        2677.04                 NaN   45.0374        42.6506                 NaN
  923.150        27478.7        2677.09                 NaN   45.0374        42.6506                 NaN
  923.150        27488.7        2677.14                 NaN   45.0374        42.6506                 NaN
  923.150        27498.7        2677.18                 NaN   45.0374        42.6506                 NaN
  923.150        27508.8        2677.23                 NaN   45.0374        42.6506                 NaN
  923.150        27518.8        2677.27                 NaN   45.0374        42.6506                 NaN
  923.150        27528.8        2677.32                 NaN   45.0374        42.6506                 NaN
  923.150        27538.8        2677.36                 NaN   45.0374        42.6506                 NaN
  923.150        27548.8        2677.41                 NaN   45.0374        42.6506                 NaN
  923.150        27558.8        2677.46                 NaN   45.0374        42.6506                 NaN
  923.150        27568.8        2677.50                 NaN   45.0374        42.6506                 NaN
  923.150        27578.8        2677.55                 NaN   45.0374        42.6506                 NaN
  923.150        27588.8        2677.59                 NaN   45.0374        42.6506                 NaN
  923.150        27598.8        2677.64                 NaN   45.0374        42.6506                 NaN
  923.150        27608.8        2677.68                 NaN   45.0374        42.6506                 NaN
  923.150        27618.8        2677.73                 NaN   45.0374        42.6506                 NaN
  923.150        27628.8        2677.78                 NaN   45.0374        42.6506                 NaN
  923.150        27638.8        2677.82                 NaN   45.0374        42.6506                 NaN
  923.150        27648.8        2677.87                 NaN   45.0374        42.6506                 NaN
  923.150        27658.8        2677.91                 NaN   45.0374        42.6506                 NaN
  923.150        27668.8        2677.96                 NaN   45.0374        42.6506                 NaN
  923.150        27678.8        2678.00                 NaN   45.0374        42.6506                 NaN
  923.150        27688.8        2678.05                 NaN   45.0374        42.6506                 NaN
  923.150        27698.8        2678.10                 NaN   45.0374        42.6506                 NaN
  923.150        27708.9        2678.14                 NaN   45.0374        42.6506                 NaN
  923.150        27718.9        2678.19                 NaN   45.0374        42.6506                 NaN
  923.150        27728.9        2678.23                 NaN   45.0374        42.6506                 NaN
  923.150        27738.9        2678.28                 NaN   45.0374        42.6506                 NaN
  923.150        27748.9        2678.32                 NaN   45.0374        42.6506                 NaN
  923.150        27758.9        2678.37                 NaN   45.0374        42.6506                 NaN
  923.150        27768.9        2678.41                 NaN   45.0374        42.6506                 NaN
  923.150        27778.9        2678.46                 NaN   45.0374        42.6506                 NaN
  923.150        27788.9        2678.51                 NaN   45.0374        42.6506                 NaN
  923.150        27798.9        2678.55                 NaN   45.0374        42.6506                 NaN
  923.150        27808.9        2678.60                 NaN   45.0374        42.6506                 NaN
  923.150        27818.9        2678.64                 NaN   45.0374        42.6506                 NaN
  923.150        27828.9        2678.69                 NaN   45.0374        42.6506                 NaN
  923.150        27838.9        2678.73                 NaN   45.0374        42.6506                 NaN
  923.150        27848.9        2678.78                 NaN   45.0374        42.6506                 NaN
  923.150        27858.9        2678.83                 NaN   45.0374        42.6506                 NaN
  923.150        27868.9        2678.87                 NaN   45.0374        42.6506                 NaN
  923.150        27878.9        2678.92                 NaN   45.0374        42.6506                 NaN
  923.150        27888.9        2678.96                 NaN   45.0374        42.6506                 NaN
  923.150        27898.9        2679.01                 NaN   45.0374        42.6506                 NaN
  923.150        27909.0        2679.05                 NaN   45.0374        42.6506                 NaN
  923.150        27919.0        2679.10                 NaN   45.0374        42.6506                 NaN
  923.150        27929.0        2679.15                 NaN   45.0374        42.6506                 NaN
  923.150        27939.0        2679.19                 NaN   45.0374        42.6506                 NaN
  923.150        27949.0        2679.24                 NaN   45.0374        42.6506                 NaN
  923.150        27959.0        2679.28                 NaN   45.0374        42.6506                 NaN
  923.150        27969.0        2679.33                 NaN   45.0374        42.6506                 NaN
  923.150        27979.0        2679.37                 NaN   45.0374        42.6506                 NaN
  923.150        27989.0        2679.42                 NaN   45.0374        42.6506                 NaN
  923.150        27999.0        2679.46                 NaN   45.0374        42.6506                 NaN
  923.150        28009.0        2679.51                 NaN   45.0374        42.6506                 NaN
  923.150        28019.0        2679.56                 NaN   45.0374        42.6506                 NaN
  923.150        28029.0        2679.60                 NaN   45.0374        42.6506                 NaN
  923.150        28039.0        2679.65                 NaN   45.0374        42.6506                 NaN
  923.150        28049.0        2679.69                 NaN   45.0374        42.6506                 NaN
  923.150        28059.0        2679.74                 NaN   45.0374        42.6506                 NaN
  923.150        28069.0        2679.78                 NaN   45.0374        42.6506                 NaN
  923.150        28079.0        2679.83                 NaN   45.0374        42.6506                 NaN
  923.150        28089.0        2679.87                 NaN   45.0374        42.6506                 NaN
  923.150        28099.0        2679.92                 NaN   45.0374        42.6506                 NaN
  923.150        28109.1        2679.97                 NaN   45.0374        42.6506                 NaN
  923.150        28119.1        2680.01                 NaN   45.0374        42.6506                 NaN
  923.150        28129.1        2680.06                 NaN   45.0374        42.6506                 NaN
  923.150        28139.1        2680.10                 NaN   45.0374        42.6506                 NaN
  923.150        28149.1        2680.15                 NaN   45.0374        42.6506                 NaN
  923.150        28159.1        2680.19                 NaN   45.0374        42.6506                 NaN
  923.150        28169.1        2680.24                 NaN   45.0374        42.6506                 NaN
  923.150        28179.1        2680.29                 NaN   45.0374        42.6506                 NaN
  923.150        28189.1        2680.33                 NaN   45.0374        42.6506                 NaN
  923.150        28199.1        2680.38                 NaN   45.0374        42.6506                 NaN
  923.150        28209.1        2680.42                 NaN   45.0374        42.6506                 NaN
  923.150        28219.1        2680.47                 NaN   45.0374        42.6506                 NaN
  923.150        28229.1        2680.51                 NaN   45.0374        42.6506                 NaN
  923.150        28239.1        2680.56                 NaN   45.0374        42.6506                 NaN
  923.150        28249.1        2680.60                 NaN   45.0374        42.6506                 NaN
  923.150        28259.1        2680.65                 NaN   45.0374        42.6506                 NaN
  923.150        28269.1        2680.70                 NaN   45.0374        42.6506                 NaN
  923.150        28279.1        2680.74                 NaN   45.0374        42.6506                 NaN
  923.150        28289.1        2680.79                 NaN   45.0374        42.6506                 NaN
  923.150        28299.1        2680.83                 NaN   45.0374        42.6506                 NaN
  923.150        28309.2        2680.88                 NaN   45.0374        42.6506                 NaN
  923.150        28319.2        2680.92                 NaN   45.0374        42.6506                 NaN
  923.150        28329.2        2680.97                 NaN   45.0374        42.6506                 NaN
  923.150        28339.2        2681.01                 NaN   45.0374        42.6506                 NaN
  923.150        28349.2        2681.06                 NaN   45.0374        42.6506                 NaN
  923.150        28359.2        2681.10                 NaN   45.0374        42.6506                 NaN
  923.150        28369.2        2681.15                 NaN   45.0374        42.6506                 NaN
  923.150        28379.2        2681.20                 NaN   45.0374        42.6506                 NaN
  923.150        28389.2        2681.24                 NaN   45.0374        42.6506                 NaN
  923.150        28399.2        2681.29                 NaN   45.0374        42.6506                 NaN
  923.150        28409.2        2681.33                 NaN   45.0374        42.6506                 NaN
  923.150        28419.2        2681.38                 NaN   45.0374        42.6506                 NaN
  923.150        28429.2        2681.42                 NaN   45.0374        42.6506                 NaN
  923.150        28439.2        2681.47                 NaN   45.0374        42.6506                 NaN
  923.150        28449.2        2681.51                 NaN   45.0374        42.6506                 NaN
  923.150        28459.2        2681.56                 NaN   45.0374        42.6506                 NaN
  923.150        28469.2        2681.61                 NaN   45.0374        42.6506                 NaN
  923.150        28479.2        2681.65                 NaN   45.0374        42.6506                 NaN
  923.150        28489.2        2681.70                 NaN   45.0374        42.6506                 NaN
  923.150        28499.2        2681.74                 NaN   45.0374        42.6506                 NaN
  923.150        28509.3        2681.79                 NaN   45.0374        42.6506                 NaN
  923.150        28519.3        2681.83                 NaN   45.0374        42.6506                 NaN
  923.150        28529.3        2681.88                 NaN   45.0374        42.6506                 NaN
  923.150        28539.3        2681.92                 NaN   45.0374        42.6506                 NaN
  923.150        28549.3        2681.97                 NaN   45.0374        42.6506                 NaN
  923.150        28559.3        2682.02                 NaN   45.0374        42.6506                 NaN
  923.150        28569.3        2682.06                 NaN   45.0374        42.6506                 NaN
  923.150        28579.3        2682.11                 NaN   45.0374        42.6506                 NaN
  923.150        28589.3        2682.15                 NaN   45.0374        42.6506                 NaN
  923.150        28599.3        2682.20                 NaN   45.0374        42.6506                 NaN
  923.150        28609.3        2682.24                 NaN   45.0374        42.6506                 NaN
  923.150        28619.3        2682.29                 NaN   45.0374        42.6506                 NaN
  923.150        28629.3        2682.33                 NaN   45.0374        42.6506                 NaN
  923.150        28639.3        2682.38                 NaN   45.0374        42.6506                 NaN
  923.150        28649.3        2682.42                 NaN   45.0374        42.6506                 NaN
  923.150        28659.3        2682.47                 NaN   45.0374        42.6506                 NaN
  923.150        28669.3        2682.52                 NaN   45.0374        42.6506                 NaN
  923.150        28679.3        2682.56                 NaN   45.0374        42.6506                 NaN
  923.150        28689.3        2682.61                 NaN   45.0374        42.6506                 NaN
  923.150        28699.3        2682.65                 NaN   45.0374        42.6506                 NaN
  923.150        28709.4        2682.70                 NaN   45.0374        42.6506                 NaN
  923.150        28719.4        2682.74                 NaN   45.0374        42.6506                 NaN
  923.150        28729.4        2682.79                 NaN   45.0374        42.6506                 NaN
  923.150        28739.4        2682.83                 NaN   45.0374        42.6506                 NaN
  923.150        28749.4        2682.88                 NaN   45.0374        42.6506                 NaN
  923.150        28759.4        2682.92                 NaN   45.0374        42.6506                 NaN
  923.150        28769.4        2682.97                 NaN   45.0374        42.6506                 NaN
  923.150        28779.4        2683.02                 NaN   45.0374        42.6506                 NaN
  923.150        28789.4        2683.06                 NaN   45.0374        42.6506                 NaN
  923.150        28799.4        2683.11                 NaN   45.0374        42.6506                 NaN
  923.150        28809.4        2683.15                 NaN   45.0374        42.6506                 NaN
  923.150        28819.4        2683.20                 NaN   45.0374        42.6506                 NaN
  923.150        28829.4        2683.24                 NaN   45.0374        42.6506                 NaN
  923.150        28839.4        2683.29                 NaN   45.0374        42.6506                 NaN
  923.150        28849.4        2683.33                 NaN   45.0374        42.6506                 NaN
  923.150        28859.4        2683.38                 NaN   45.0374        42.6506                 NaN
  923.150        28869.4        2683.42                 NaN   45.0374        42.6506                 NaN
  923.150        28879.4        2683.47                 NaN   45.0374        42.6506                 NaN
  923.150        28889.4        2683.51                 NaN   45.0374        42.6506                 NaN
  923.150        28899.4        2683.56                 NaN   45.0374        42.6506                 NaN
  923.150        28909.5        2683.61                 NaN   45.0374        42.6506                 NaN
  923.150        28919.5        2683.65                 NaN   45.0374        42.6506                 NaN
  923.150        28929.5        2683.70                 NaN   45.0374        42.6506                 NaN
  923.150        28939.5        2683.74                 NaN   45.0374        42.6506                 NaN
  923.150        28949.5        2683.79                 NaN   45.0374        42.6506                 NaN
  923.150        28959.5        2683.83                 NaN   45.0374        42.6506                 NaN
  923.150        28969.5        2683.88                 NaN   45.0374        42.6506                 NaN
  923.150        28979.5        2683.92                 NaN   45.0374        42.6506                 NaN
  923.150        28989.5        2683.97                 NaN   45.0374        42.6506                 NaN
  923.150        28999.5        2684.01                 NaN   45.0374        42.6506                 NaN
  923.150        29009.5        2684.06                 NaN   45.0374        42.6506                 NaN
  923.150        29019.5        2684.10                 NaN   45.0374        42.6506                 NaN
  923.150        29029.5        2684.15                 NaN   45.0374        42.6506                 NaN
  923.150        29039.5        2684.20                 NaN   45.0374        42.6506                 NaN
  923.150        29049.5        2684.24                 NaN   45.0374        42.6506                 NaN
  923.150        29059.5        2684.29                 NaN   45.0374        42.6506                 NaN
  923.150        29069.5        2684.33                 NaN   45.0374        42.6506                 NaN
  923.150        29079.5        2684.38                 NaN   45.0374        42.6506                 NaN
  923.150        29089.5        2684.42                 NaN   45.0374        42.6506                 NaN
  923.150        29099.5        2684.47                 NaN   45.0374        42.6506                 NaN
  923.150        29109.6        2684.51                 NaN   45.0374        42.6506                 NaN
  923.150        29119.6        2684.56                 NaN   45.0374        42.6506                 NaN
  923.150        29129.6        2684.60                 NaN   45.0374        42.6506                 NaN
  923.150        29139.6        2684.65                 NaN   45.0374        42.6506                 NaN
  923.150        29149.6        2684.69                 NaN   45.0374        42.6506                 NaN
  923.150        29159.6        2684.74                 NaN   45.0374        42.6506                 NaN
  923.150        29169.6        2684.78                 NaN   45.0374        42.6506                 NaN
  923.150        29179.6        2684.83                 NaN   45.0374        42.6506                 NaN
  923.150        29189.6        2684.88                 NaN   45.0374        42.6506                 NaN
  923.150        29199.6        2684.92                 NaN   45.0374        42.6506                 NaN
  923.150        29209.6        2684.97                 NaN   45.0374        42.6506                 NaN
  923.150        29219.6        2685.01                 NaN   45.0374        42.6506                 NaN
  923.150        29229.6        2685.06                 NaN   45.0374        42.6506                 NaN
  923.150        29239.6        2685.10                 NaN   45.0374        42.6506                 NaN
  923.150        29249.6        2685.15                 NaN   45.0374        42.6506                 NaN
  923.150        29259.6        2685.19                 NaN   45.0374        42.6506                 NaN
  923.150        29269.6        2685.24                 NaN   45.0374        42.6506                 NaN
  923.150        29279.6        2685.28                 NaN   45.0374        42.6506                 NaN
  923.150        29289.6        2685.33                 NaN   45.0374        42.6506                 NaN
  923.150        29299.6        2685.37                 NaN   45.0374        42.6506                 NaN
  923.150        29309.7        2685.42                 NaN   45.0374        42.6506                 NaN
  923.150        29319.7        2685.46                 NaN   45.0374        42.6506                 NaN
  923.150        29329.7        2685.51                 NaN   45.0374        42.6506                 NaN
